"x","mx_lost_none_to_lost_mom","se_mx_lost_none_to_lost_mom","mx_lost_none_to_lost_dad","se_mx_lost_none_to_lost_dad","mx_lost_none_to_lost_both","se_mx_lost_none_to_lost_both","mx_lost_dad_to_lost_both","se_mx_lost_dad_to_lost_both","mx_lost_mom_to_lost_both","se_mx_lost_mom_to_lost_both","sex","race"
"[0,1)",0,0,0,0,0,0,NA,NA,NA,NA,"all","all"
"[1,2)",0,0,0,0,0,0,0,0,0,0,"all","all"
"[2,3)",0,0,0.000854049315917273,0.000945430287729846,0,0,NA,NA,NA,NA,"all","all"
"[3,4)",0,0,0,0,0,0,NA,NA,NA,NA,"all","all"
"[4,5)",0,0,0.000775973691155578,0.00074199676376612,0,0,0,0,0,0,"all","all"
"[5,6)",0,0,0,0,0,0,0,0,0,0,"all","all"
"[6,7)",0,0,0,0,0,0,0,0,0,0,"all","all"
"[7,8)",0,0,0,0,0,0,0,0,0,0,"all","all"
"[8,9)",0,0,0.00226201461285796,0.00220129413439592,0,0,0.179221977357451,0.172275709351233,0,0,"all","all"
"[9,10)",0,0,0,0,0,0,0,0,0,0,"all","all"
"[10,11)",0,0,0.00125055597852037,0.00120542713198614,0,0,0,0,0,0,"all","all"
"[11,12)",0,0,0,0,0,0,0.0573854001610557,0.051256541658548,0,0,"all","all"
"[12,13)",0,0,0.00683231590669946,0.00495793749333561,0,0,0,0,0,0,"all","all"
"[13,14)",0,0,0.00198205265819146,0.0020216206261036,0,0,0,0,0,0,"all","all"
"[14,15)",0,0,0,0,0,0,0,0,0,0,"all","all"
"[15,16)",0,0,0.00228728393574854,0.002303806533476,0,0,0,0,0,0,"all","all"
"[16,17)",0,0,0.00217473873846556,0.00216960569517632,0,0,0,0,0,0,"all","all"
"[17,18)",0,0,0.00438586274203467,0.00309339431311351,0,0,0,0,0,0,"all","all"
"[18,19)",0,0,0.00268220228973789,0.00265322254316866,0,0,0,0,0,0,"all","all"
"[19,20)",0,0,0.00392093262029243,0.00298870536157812,0,0,0,0,0,0,"all","all"
"[20,21)",0.0014254943948617,0.00145516916143615,0.00177939902445489,0.00174757388934391,0,0,0,0,0,0,"all","all"
"[21,22)",0.000806784072289323,0.000783953265860806,0.000786030935305396,0.00078024317185841,0,0,0,0,0,0,"all","all"
"[22,23)",0.00243710153918958,0.00245870195305267,0.00672853715135726,0.00371947647981957,0,0,0,0,0,0,"all","all"
"[23,24)",0.00180151296981022,0.00176763491937364,0,0,0,0,0,0,0,0,"all","all"
"[24,25)",0.00152076090986917,0.00160816570167857,0.0022327114343383,0.00222455665581881,0,0,0,0,0,0,"all","all"
"[25,26)",0.00398111425422406,0.00335619248791112,0.00109245329408732,0.00109747726884711,0,0,0,0,0,0,"all","all"
"[26,27)",0.00209086811070405,0.00208105042077791,0.00215479735920148,0.00183603824448608,0,0,0.0107787459451732,0.010880245741258,0,0,"all","all"
"[27,28)",0.00107125928182971,0.00108069385834222,0,0,0,0,0,0,0,0,"all","all"
"[28,29)",0.000544857472780825,0.000544685286714708,0.00789560358154658,0.00546025453385093,0,0,0,0,0,0,"all","all"
"[29,30)",0,0,0.00210561776237153,0.00259404014910484,0,0,0.019839956787787,0.0184762534624302,0,0,"all","all"
"[30,31)",0.00255892595755407,0.00249401425796245,0.0069529262465309,0.00414781423970224,0,0,0,0,0,0,"all","all"
"[31,32)",0.00487817353706506,0.00479896818964348,0.00407608721024267,0.00297434372234693,0,0,0,0,0,0,"all","all"
"[32,33)",0.00248729530709654,0.00164438143779752,0.00757308713814089,0.00448242342012154,0,0,0.0322535510985488,0.0315652736244007,0,0,"all","all"
"[33,34)",0.00307156050328021,0.00198527795212078,0.00533537498507451,0.00278504179699083,0,0,0.00733575335389739,0.00817847424723671,0,0,"all","all"
"[34,35)",0.00218321794736914,0.00217533420317817,0.0172318913943971,0.00900350525630572,0,0,0,0,0,0,"all","all"
"[35,36)",0.0121457904921714,0.00683126057885642,0.0105785213803755,0.00610603946574506,0,0,0,0,0,0,"all","all"
"[36,37)",0.0033603629709464,0.00230655051966407,0.0175786090155163,0.00651198892723631,0.0014543694647545,0.00144953613525064,0.0111346932224949,0.0114406195677984,0,0,"all","all"
"[37,38)",0.00363494839336512,0.00275750880132701,0.00762917295672138,0.00422648161337904,0,0,0,0,0,0,"all","all"
"[38,39)",0.00883165367359123,0.00414118922165618,0.0164941983373354,0.0075630945423802,0,0,0.016711751161962,0.0182662271679296,0.0149982774071595,0.0150510542352644,"all","all"
"[39,40)",0.00114735151960897,0.00116523691327011,0.00644805301324324,0.00392711387155356,0.00170175652555629,0.00160709512439701,0,0,0.0666423835975613,0.0475585568008369,"all","all"
"[40,41)",0.00320745680153683,0.00245643413336229,0.00543104858645719,0.00413682042093485,0,0,0.0171039301231568,0.0167514473401144,0.0647017912951482,0.0434073199753702,"all","all"
"[41,42)",0.00344712674562474,0.00349913874110305,0.0118086620022338,0.00534835914254595,0,0,0.00566752636200758,0.00573922363100784,0.0161551886542565,0.0196210291876504,"all","all"
"[42,43)",0.0102355792502525,0.00467915045760227,0.0174349240830552,0.00754419089446825,0,0,0.00651406587963179,0.00660883525932464,0.0276009513432678,0.0275447930217258,"all","all"
"[43,44)",0.00246203054146341,0.00245620974252019,0.00623792161242591,0.00373058133638265,0,0,0,0,0.0369162043451773,0.0259782643841771,"all","all"
"[44,45)",0,0,0.0126282027101973,0.00726853580329628,0,0,0.0134720348704423,0.00975386263438821,0.0337666093437719,0.0252158569013539,"all","all"
"[45,46)",0.0115610713412038,0.00585008273932315,0.0144965850305051,0.0059033775904863,0,0,0,0,0,0,"all","all"
"[46,47)",0,0,0.0188036963328386,0.00835490740272483,0.00441841844759259,0.00446639007538788,0.0393893951701595,0.019814036157045,0,0,"all","all"
"[47,48)",0.00730278075253562,0.00433504088562028,0.0143142440372294,0.00513615190176584,0,0,0.0246601166093726,0.017232463652274,0.0215322402085325,0.0214194770572375,"all","all"
"[48,49)",0.0142983020287448,0.0085808023042572,0.0347560001984674,0.0111639250617133,0,0,0.0653241965677631,0.0299209863599687,0.0259705416651181,0.0169823313098519,"all","all"
"[49,50)",0.0154199143005577,0.00792559262569821,0.0135055976963046,0.00582070608834197,0,0,0.0243728900991859,0.0151488174428491,0.0713181572931635,0.0435060093479174,"all","all"
"[50,51)",0.0112545011553238,0.0077671274004552,0.0241291507110691,0.0107313596032432,0.00406337670993019,0.00406664402691195,0.0518693474474797,0.0207585176612829,0.0180645676278713,0.01218783097889,"all","all"
"[51,52)",0.00554315644411959,0.00554567490438473,0.0380336527074297,0.0147066219893327,0,0,0.0459438190324327,0.0187884860131263,0.0852658108502948,0.0348279744252692,"all","all"
"[52,53)",0.00775366628888221,0.00567574479438887,0.0402037850090473,0.0160580046636504,0.00187775352007923,0.00200236499106147,0.0500600417802945,0.02001162469523,0.0239879939397755,0.0185345102557435,"all","all"
"[53,54)",0.00162169705775698,0.00165127373131728,0.0276377442244779,0.0132242752844263,0,0,0.070777505550831,0.0228897838925003,0.0307880688056264,0.0224174738601606,"all","all"
"[54,55)",0.00313568467416518,0.00311374683694966,0.0224208627173176,0.012013588121236,0.00297977583407316,0.00302887937348574,0.0360787499551991,0.0185522344202357,0.0387789083345976,0.0236921680013296,"all","all"
"[55,56)",0.0202893272903468,0.0132422717223726,0.0394337096680532,0.0178639589001561,0,0,0.044044914372208,0.0191212697968353,0.0767401623340338,0.0370931067322409,"all","all"
"[56,57)",0.0189630177028632,0.0115585732994022,0.0239670429096691,0.012691449342883,0,0,0.0299047600078282,0.0132448856580801,0,0,"all","all"
"[57,58)",0.0295357451724736,0.0149946653164065,0.0863806609702424,0.0273125336592943,0,0,0.0522765957717964,0.0141580591476219,0.0483502940647514,0.0459764364366025,"all","all"
"[58,59)",0.00800025578638664,0.00757879319712964,0.0518451525473122,0.0224445683494872,0.00875158641948291,0.00861508484254666,0.0608668404636363,0.017973939602422,0.105035499426267,0.0390335652782924,"all","all"
"[59,60)",0.00978847471439336,0.00970345023040067,0.074219954658628,0.0263657599300177,0,0,0.0629512727398943,0.0189009283881311,0.0674398562355828,0.034299568024301,"all","all"
"[60,Inf)",0.0233517763635582,0.00811407589484671,0.062442240893399,0.0125987808442022,0.0165643231125309,0.00585449023086103,0.0849313325876069,0.00701013162609642,0.128044696544156,0.01819983008199,"all","all"
"[0,1)",0,0,0,0,0,0,NA,NA,NA,NA,"female","all"
"[0,1)",0,0,0,0,0,0,NA,NA,NA,NA,"male","all"
"[1,2)",0,0,0,0,0,0,0,0,0,0,"female","all"
"[1,2)",0,0,0,0,0,0,NA,NA,0,0,"male","all"
"[2,3)",0,0,0.00174888726195716,0.0019297993838964,0,0,NA,NA,NA,NA,"female","all"
"[2,3)",0,0,0,0,0,0,NA,NA,NA,NA,"male","all"
"[3,4)",0,0,0,0,0,0,NA,NA,NA,NA,"female","all"
"[3,4)",0,0,0,0,0,0,NA,NA,NA,NA,"male","all"
"[4,5)",0,0,0,0,0,0,0,0,0,0,"female","all"
"[4,5)",0,0,0.00147487691371,0.00140033431403753,0,0,0,0,NA,NA,"male","all"
"[5,6)",0,0,0,0,0,0,NA,NA,0,0,"female","all"
"[5,6)",0,0,0,0,0,0,0,0,0,0,"male","all"
"[6,7)",0,0,0,0,0,0,0,0,0,0,"female","all"
"[6,7)",0,0,0,0,0,0,0,0,NA,NA,"male","all"
"[7,8)",0,0,0,0,0,0,0,0,0,0,"female","all"
"[7,8)",0,0,0,0,0,0,0,0,NA,NA,"male","all"
"[8,9)",0,0,0.00479769727807508,0.00465844425885639,0,0,0.308344699685538,0.273816370296178,0,0,"female","all"
"[8,9)",0,0,0,0,0,0,0,0,0,0,"male","all"
"[9,10)",0,0,0,0,0,0,0,0,0,0,"female","all"
"[9,10)",0,0,0,0,0,0,0,0,0,0,"male","all"
"[10,11)",0,0,0,0,0,0,0,0,0,0,"female","all"
"[10,11)",0,0,0.00236967884418678,0.00227944050921955,0,0,0,0,NA,NA,"male","all"
"[11,12)",0,0,0,0,0,0,0,0,0,0,"female","all"
"[11,12)",0,0,0,0,0,0,0.114382306785326,0.133001594046944,NA,NA,"male","all"
"[12,13)",0,0,0.0140313575673439,0.0100942150773125,0,0,0,0,0,0,"female","all"
"[12,13)",0,0,0,0,0,0,0,0,0,0,"male","all"
"[13,14)",0,0,0,0,0,0,0,0,0,0,"female","all"
"[13,14)",0,0,0.00413100240532968,0.00420593604371979,0,0,0,0,0,0,"male","all"
"[14,15)",0,0,0,0,0,0,0,0,0,0,"female","all"
"[14,15)",0,0,0,0,0,0,0,0,0,0,"male","all"
"[15,16)",0,0,0,0,0,0,0,0,0,0,"female","all"
"[15,16)",0,0,0.00452241086617151,0.00455403546432929,0,0,0,0,0,0,"male","all"
"[16,17)",0,0,0.00458764795876706,0.00455377467578427,0,0,0,0,0,0,"female","all"
"[16,17)",0,0,0,0,0,0,0,0,0,0,"male","all"
"[17,18)",0,0,0,0,0,0,0,0,0,0,"female","all"
"[17,18)",0,0,0.00969502160589729,0.00670598763809198,0,0,0,0,0,0,"male","all"
"[18,19)",0,0,0.00573688568786737,0.00565228937832288,0,0,0,0,0,0,"female","all"
"[18,19)",0,0,0,0,0,0,0,0,0,0,"male","all"
"[19,20)",0,0,0.00198189865270964,0.00197237113046924,0,0,0,0,0,0,"female","all"
"[19,20)",0,0,0.00605596118629655,0.00591933250079281,0,0,0,0,0,0,"male","all"
"[20,21)",0.00297379638338733,0.00306159637687397,0.00371209483713211,0.00364674023990212,0,0,0,0,0,0,"female","all"
"[20,21)",0,0,0,0,0,0,0,0,0,0,"male","all"
"[21,22)",0,0,0,0,0,0,0,0,0,0,"female","all"
"[21,22)",0.00156311937727901,0.00152303948391581,0.00152291081135275,0.0015259900689842,0,0,0,0,0,0,"male","all"
"[22,23)",0.00462158032118312,0.00468274081032571,0.0112150078469467,0.00683810131105684,0,0,0,0,0,0,"female","all"
"[22,23)",0,0,0.00172323120474986,0.00174599620928315,0,0,0,0,0,0,"male","all"
"[23,24)",0.00384910292698698,0.00379044266634752,0,0,0,0,0,0,0,0,"female","all"
"[23,24)",0,0,0,0,0,0,0,0,0,0,"male","all"
"[24,25)",0.00322106170571965,0.00339013884686298,0,0,0,0,0,0,0,0,"female","all"
"[24,25)",0,0,0.00422966413861628,0.00421577049678628,0,0,0,0,0,0,"male","all"
"[25,26)",0.00166051149170602,0.00177884242602482,0,0,0,0,0,0,0,0,"female","all"
"[25,26)",0.00595803167925863,0.0060593842780143,0.00202311234009062,0.00203043984956081,0,0,0,0,0,0,"male","all"
"[26,27)",0,0,0.00418888395001679,0.00355985837873593,0,0,0.0264576806472834,0.0267155239455605,0,0,"female","all"
"[26,27)",0.00430581663046094,0.00430219717886242,0,0,0,0,0,0,0,0,"male","all"
"[27,28)",0,0,0,0,0,0,0,0,0,0,"female","all"
"[27,28)",0.00219360403954788,0.00221894100369405,0,0,0,0,0,0,0,0,"male","all"
"[28,29)",0,0,0.0095137822259923,0.00877799346323192,0,0,0,0,0,0,"female","all"
"[28,29)",0.00115587819100865,0.00117259572617989,0.00608092593290602,0.00597279315359223,0,0,0,0,0,0,"male","all"
"[29,30)",0,0,0.00452424112585807,0.00557576896227698,0,0,0,0,0,0,"female","all"
"[29,30)",0,0,0,0,0,0,0.0426246197145791,0.0407524266398224,0,0,"male","all"
"[30,31)",0,0,0,0,0,0,0,0,0,0,"female","all"
"[30,31)",0.00540415845883474,0.00525859335073932,0.0146837836702237,0.00877872786447129,0,0,0,0,0,0,"male","all"
"[31,32)",0.0103706281017118,0.0101755926473099,0.00515339086949235,0.00506671042506393,0,0,0,0,0,0,"female","all"
"[31,32)",0,0,0.00311927015512095,0.00305569755275799,0,0,0,0,0,0,"male","all"
"[32,33)",0,0,0.00914243246356562,0.00659165416729718,0,0,0,0,0,0,"female","all"
"[32,33)",0.00508389817684328,0.00337840944424931,0.00593477480586771,0.00571929916805066,0,0,0.0659358665202535,0.063620138334993,0,0,"male","all"
"[33,34)",0.00191270984550745,0.00200154310312138,0.0075779669882352,0.00525532518896688,0,0,0,0,0,0,"female","all"
"[33,34)",0.00408512438124498,0.00329716747500179,0.0033739399786131,0.00238264810105252,0,0,0.0213767845878764,0.025683570080735,0,0,"male","all"
"[34,35)",0,0,0.0234401322387217,0.0137296084155755,0,0,0,0,0,0,"female","all"
"[34,35)",0.00443991423084345,0.00443001969886466,0.01081470613024,0.0109925707577983,0,0,0,0,0,0,"male","all"
"[35,36)",0.00466300232193574,0.00473006454564546,0.0029244903313158,0.00288425909788511,0,0,0,0,0,0,"female","all"
"[35,36)",0.0198339608033003,0.0128006110009228,0.0184426347206288,0.012076818275355,0,0,0,0,0,0,"male","all"
"[36,37)",0,0,0.0225227910683338,0.0112367325397806,0,0,0.0253859596694564,0.0254210498612404,0,0,"female","all"
"[36,37)",0.00674206077257284,0.00466913493673288,0.0126030365183153,0.00652302154128725,0.0029179726719782,0.00291460069911976,0,0,0,0,"male","all"
"[37,38)",0.0074024069248764,0.0056627301151152,0.00528769824703305,0.00532347161008469,0,0,0,0,0,0,"female","all"
"[37,38)",0,0,0.00988829264255174,0.00671157627232439,0,0,0,0,0,0,"male","all"
"[38,39)",0.00906752474570378,0.00545792333686749,0.0257501461060262,0.0149426947838916,0,0,0.026423384065925,0.0289911326891847,0,0,"female","all"
"[38,39)",0.00861828723809901,0.00669385828127996,0.00812136751573576,0.00487358603545159,0,0,0,0,0.0304738256517727,0.0304159812682716,"male","all"
"[39,40)",0,0,0,0,0,0,0,0,0.0965327157350163,0.065694098863568,"female","all"
"[39,40)",0.00223980686089587,0.00227390055975423,0.0125875924959813,0.00766001199981368,0.0033220908120768,0.00311615999868427,0,0,0,0,"male","all"
"[40,41)",0.00197564767700323,0.0019743557798169,0.00132587929591963,0.00132888892395047,0,0,0.0411675538539555,0.0405484244361676,0.135329165359204,0.0900111342241695,"female","all"
"[40,41)",0.00449591927060643,0.00456375886126633,0.00972502275395449,0.00837025755787419,0,0,0,0,0,0,"male","all"
"[41,42)",0.00699758509537303,0.00706807437216802,0.00936332098702891,0.00698090425917377,0,0,0,0,0.035899695936908,0.0428483552188071,"female","all"
"[41,42)",0,0,0.0141828344569772,0.00842173264377835,0,0,0.0112377835293602,0.0116881445811822,0,0,"male","all"
"[42,43)",0.0140524313624013,0.00797729924225331,0.0216252025513857,0.0123537931863327,0,0,0,0,0,0,"female","all"
"[42,43)",0.0062393889467573,0.00467020609543799,0.0130477616538931,0.00902598529096008,0,0,0.0139219632823969,0.0141963031133703,0.0450261812851957,0.0446555897817397,"male","all"
"[43,44)",0.0049808232732107,0.00496002798450323,0.00440830981982777,0.00456852620830344,0,0,0,0,0.0296461186985406,0.0300109216115898,"female","all"
"[43,44)",0,0,0.00802630223446836,0.00587092642852795,0,0,0,0,0.0470753258252739,0.0474550616679413,"male","all"
"[44,45)",0,0,0.00953841767981992,0.00942339174391446,0,0,0.0141239303316532,0.0141909143531201,0.0665677395004718,0.050620724019367,"female","all"
"[44,45)",0,0,0.0159911488705361,0.0114737659542132,0,0,0.012720020537017,0.0129757043012617,0,0,"male","all"
"[45,46)",0.0136179794271466,0.0100349732509602,0.0202122817264148,0.0102485035976671,0,0,0,0,0,0,"female","all"
"[45,46)",0.00924390879657122,0.00619954573122417,0.00805769824175916,0.00589174920909631,0,0,0,0,0,0,"male","all"
"[46,47)",0,0,0.0220441474761965,0.0121467758590078,0.00887024249863531,0.0089294436642037,0,0,0,0,"female","all"
"[46,47)",0,0,0.0155875608912365,0.0112165078490924,0,0,0.0771479417535801,0.039406014090664,0,0,"male","all"
"[47,48)",0.00349665433650891,0.00362807484340935,0.0165484264623997,0.00893673464420843,0,0,0,0,0,0,"female","all"
"[47,48)",0.0114682096697799,0.00833664763064565,0.0118691523447893,0.00886476927246384,0,0,0.0478474482476877,0.0334551842436615,0.0351847017436232,0.035554549526182,"male","all"
"[48,49)",0.0150640549813402,0.0108884026426237,0.0473775934495335,0.0171960579129282,0,0,0.0524843338326823,0.0252695008028479,0.0334706120214164,0.031975396762278,"female","all"
"[48,49)",0.0135388714208733,0.013308782020881,0.0222386155739934,0.0136826362645265,0,0,0.0769195720922446,0.0530252620470342,0.0206325006379197,0.0191914913572696,"male","all"
"[49,50)",0.0222980532762678,0.0130383392374346,0.0251252876987824,0.0108588621817078,0,0,0,0,0.132756119061067,0.0774714893702367,"female","all"
"[49,50)",0.00742543442326274,0.00779539002579722,0,0,0,0,0.0651173849149383,0.0409412416079586,0,0,"male","all"
"[50,51)",0.0145207664305557,0.0142081442276136,0.0377454335769002,0.0196922402452397,0,0,0.0464947968413807,0.0122966329990469,0.0350033015310658,0.0241035310334096,"female","all"
"[50,51)",0.00847139745360173,0.0074880198372752,0.0125270534977927,0.00947026111913576,0.00752567931243238,0.00757912280538818,0.0581598456384614,0.0419650200301842,0,0,"male","all"
"[51,52)",0,0,0.0312550723276077,0.0222658143301488,0,0,0.0551855243160435,0.0280430625042327,0.0196449590895277,0.0197236777578646,"female","all"
"[51,52)",0.0124403158274338,0.0124320098262388,0.0464680077077897,0.0191379580196016,0,0,0.0373612722474972,0.0255555211472423,0.1433896285067,0.0628012299815556,"male","all"
"[52,53)",0.00525819365940904,0.00527630049276383,0.0449728302969646,0.019435768065051,0,0,0.0345419841128102,0.0198629924101367,0,0,"female","all"
"[52,53)",0.00996985850845255,0.00967615197530878,0.0359684666420844,0.0225175830226121,0.00354535856303615,0.00380534889660122,0.0636846300534489,0.0341670589534722,0.0534318866856103,0.0408642866993325,"male","all"
"[53,54)",0.0032628621194046,0.00335579028335295,0.0373592975341177,0.0231815005638566,0,0,0.0771652658238207,0.031834980813174,0.0568917273412761,0.0409741072243179,"female","all"
"[53,54)",0,0,0.018031510965257,0.010777372220772,0,0,0.0628759842586423,0.0317447376754453,0,0,"male","all"
"[54,55)",0.00729458251752076,0.00738350303172983,0.0521579336573506,0.0265535018773412,0,0,0.0373086923612393,0.0304116710675513,0.0626489630450725,0.0380335189303686,"female","all"
"[54,55)",0,0,0,0,0.00522643775443716,0.00534264101518923,0.0344739455337119,0.0196012901421146,0,0,"male","all"
